study_id,series_id,phase,status,nc_n_kabsch_organs,mov_n_kabsch_organs,common_kabsch_organs,common_bone_organs,common_anchor_organs,nc_det,mov_det,det_sign_match,z_offset_mean_mm,z_offset_std_mm,xy_mean_mm,xy_max_mm,mean_centroid_3d,seg_path,flags
1.2.840.113619.2.278.3.717616.204.1584947875.688,1.2.840.113619.2.278.3.717616.204.1584947875.778.4202498,Venous,OK,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,2.0,0.8,0.9,1.2,2.1,,
1.2.840.113619.2.278.3.717616.204.1584947878.721,1.2.840.113619.2.278.3.717616.204.1584947878.807.4198401,Arterial,BAD,9.0,10.0,9.0,3.0,3.0,1.0,1.0,True,-5.7,3.6,42.1,42.9,43.1,,LARGE_XY_RESIDUAL=42.1mm | LARGE_CENTROID_DIST: liver=42.0mm | kidney_L=43.0mm | kidney_R=43.1mm | pancreas=43.2mm | aorta=44.8mm | IVC=46.1mm | L2=42.9mm | L3=42.7mm | spinal_cord=39.7mm
1.2.840.113619.2.278.3.717616.204.1584947878.721,1.2.840.113619.2.278.3.717616.204.1584947878.807.4202498,Venous,file_missing,,,,,,,,,,,,,,../ncct_cect/vindr_ds/fixed_aligned_rigid_registered/1.2.840.113619.2.278.3.717616.204.1584947878.721/1.2.840.113619.2.278.3.717616.204.1584947878.721_1.2.840.113619.2.278.3.717616.204.1584947878.807.4202498_rigid0_seg_reg.nii.gz,
1.2.840.113619.2.278.3.717616.204.1584947878.721,1.2.840.113619.2.278.3.717616.204.1584947878.967.12,Venous,BAD,9.0,12.0,9.0,3.0,3.0,1.0,1.0,True,-21.8,9.5,85.8,97.1,91.5,,LARGE_XY_RESIDUAL=85.8mm | LARGE_CENTROID_DIST: liver=78.7mm | kidney_L=98.3mm | kidney_R=90.3mm | pancreas=74.4mm | aorta=98.0mm | IVC=101.2mm | L2=101.1mm | L3=94.4mm | spinal_cord=86.7mm
1.2.840.113619.2.278.3.717616.204.1584947881.751,1.2.840.113619.2.278.3.717616.204.1584947881.906.4198401,Arterial,OK,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-2.1,0.7,1.8,2.6,2.4,,
1.2.840.113619.2.278.3.717616.204.1584947881.751,1.2.840.113619.2.278.3.717616.204.1584947881.906.4202498,Venous,BAD,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-4.1,1.2,15.5,16.9,17.4,,LARGE_CENTROID_DIST: liver=15.3mm | kidney_L=17.2mm | kidney_R=17.1mm | pancreas=17.6mm | gallbladder=18.8mm | aorta=18.6mm | IVC=17.7mm | L1=18.2mm | L2=18.6mm | L3=17.6mm | spinal_cord=17.9mm
1.2.840.113619.2.278.3.717616.204.1584947883.344,1.2.840.113619.2.278.3.717616.204.1584947883.439.4198401,Arterial,OK,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-1.6,0.5,2.5,3.3,3.4,,
1.2.840.113619.2.278.3.717616.204.1584947883.344,1.2.840.113619.2.278.3.717616.204.1584947883.439.4202498,Venous,OK,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,0.4,0.5,1.7,2.1,2.7,,
1.2.840.113619.2.278.3.717616.204.1584947883.344,1.2.840.113619.2.278.3.717616.204.1584947883.792.12,Venous,file_missing,,,,,,,,,,,,,,../ncct_cect/vindr_ds/fixed_aligned_rigid_registered/1.2.840.113619.2.278.3.717616.204.1584947883.344/1.2.840.113619.2.278.3.717616.204.1584947883.344_1.2.840.113619.2.278.3.717616.204.1584947883.792.12_rigid0_seg_reg.nii.gz,
1.2.840.113619.2.278.3.717616.204.1584947888.428,1.2.840.113619.2.278.3.717616.204.1584947888.518.4198401,Arterial,BAD,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-4.2,2.2,19.2,21.5,20.2,,LARGE_CENTROID_DIST: liver=21.5mm | spleen=20.0mm | kidney_L=18.7mm | kidney_R=19.2mm | pancreas=19.4mm | gallbladder=17.9mm | aorta=21.8mm | IVC=21.0mm | L1=22.1mm | L2=21.0mm | L3=19.4mm | spinal_cord=20.2mm
1.2.840.113619.2.278.3.717616.204.1584947888.428,1.2.840.113619.2.278.3.717616.204.1584947888.518.4202498,Venous,BAD,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-3.3,1.8,17.6,20.0,18.6,,LARGE_CENTROID_DIST: liver=20.1mm | spleen=18.1mm | kidney_L=16.4mm | kidney_R=17.7mm | pancreas=17.6mm | gallbladder=16.7mm | aorta=20.3mm | IVC=20.0mm | L1=20.1mm | L2=19.2mm | L3=17.7mm | spinal_cord=19.0mm
1.2.840.113619.2.278.3.717616.204.1584947890.185,1.2.840.113619.2.278.3.717616.204.1584947890.283.4198401,Arterial,BAD,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,3.1,0.2,2.0,2.5,4.9,,LARGE_CENTROID_DIST: aorta=16.2mm
1.2.840.113619.2.278.3.717616.204.1584947890.185,1.2.840.113619.2.278.3.717616.204.1584947890.283.4202498,Venous,OK,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,1.4,0.1,3.1,3.3,4.3,,
1.2.840.113619.2.278.3.717616.215.1582589428.278,1.2.840.113619.2.278.3.717616.215.1582589428.376.4198401,Arterial,OK,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-2.3,1.0,2.1,3.1,3.6,,
1.2.840.113619.2.278.3.717616.215.1582589428.278,1.2.840.113619.2.278.3.717616.215.1582589428.376.4202498,Venous,OK,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-3.9,2.5,4.5,6.1,7.5,,
1.2.840.113619.2.278.3.717616.228.1585527915.93,1.2.840.113619.2.278.3.717616.228.1585527915.207.4198401,Arterial,OK,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-3.0,1.1,3.1,3.7,4.8,,
1.2.840.113619.2.278.3.717616.228.1585527915.93,1.2.840.113619.2.278.3.717616.228.1585527915.207.4202498,Venous,OK,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-2.3,0.3,4.6,5.4,5.3,,
1.2.840.113619.2.278.3.717616.228.1585527919.20,1.2.840.113619.2.278.3.717616.228.1585527919.119.4198401,Arterial,OK,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-1.2,4.2,10.9,11.5,11.3,,
1.2.840.113619.2.278.3.717616.228.1585527919.20,1.2.840.113619.2.278.3.717616.228.1585527919.119.4202498,Venous,OK,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-1.9,3.8,8.6,10.7,9.4,,
1.2.840.113619.2.278.3.717616.228.1585527923.702,1.2.840.113619.2.278.3.717616.228.1585527923.809.4198401,Arterial,OK,11.0,11.0,11.0,4.0,4.0,1.0,1.0,True,3.9,1.1,3.5,4.7,5.8,,
1.2.840.113619.2.278.3.717616.228.1585527923.702,1.2.840.113619.2.278.3.717616.228.1585527923.809.4202498,Venous,BAD,11.0,11.0,11.0,4.0,4.0,1.0,1.0,True,4.9,1.1,6.4,7.5,11.4,,LARGE_CENTROID_DIST: aorta=37.1mm | IVC=16.8mm
1.2.840.113619.2.278.3.717616.228.1585527924.199,1.2.840.113619.2.278.3.717616.228.1585527924.293.4198401,Arterial,OK,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,1.2,2.9,9.2,12.0,9.2,,
1.2.840.113619.2.278.3.717616.228.1585527924.199,1.2.840.113619.2.278.3.717616.228.1585527924.293.4202498,Venous,OK,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,4.6,0.9,2.0,2.4,4.9,,
1.2.840.113619.2.278.3.717616.239.1576237085.40,1.2.840.113619.2.278.3.717616.239.1576237085.135.4198401,Arterial,OK,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-3.6,0.2,4.0,5.6,5.6,,
1.2.840.113619.2.278.3.717616.239.1576237085.40,1.2.840.113619.2.278.3.717616.239.1576237085.135.4202498,Venous,OK,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-1.9,1.4,5.2,7.2,7.8,,
1.2.840.113619.2.278.3.717616.239.1576237164.135,1.2.840.113619.2.278.3.717616.239.1576237164.263.4198401,Arterial,OK,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-3.6,0.7,6.5,8.7,8.5,,
1.2.840.113619.2.278.3.717616.239.1576237164.135,1.2.840.113619.2.278.3.717616.239.1576237164.263.4202498,Venous,BAD,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-1.5,1.3,10.4,11.8,11.3,,LARGE_CENTROID_DIST: IVC=16.0mm
1.2.840.113619.2.278.3.717616.239.1576237169.526,1.2.840.113619.2.278.3.717616.239.1576237169.637.4198401,Arterial,BAD,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-0.6,1.4,3.1,4.3,5.3,,LARGE_CENTROID_DIST: aorta=18.9mm
1.2.840.113619.2.278.3.717616.239.1576237169.526,1.2.840.113619.2.278.3.717616.239.1576237169.637.4202498,Venous,BAD,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-2.4,0.8,5.5,6.9,7.6,,LARGE_CENTROID_DIST: aorta=24.2mm
1.2.840.113619.2.278.3.717616.239.1576237177.531,1.2.840.113619.2.278.3.717616.239.1576237177.616.4198401,Arterial,BAD,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-7.3,1.7,26.2,28.4,27.7,,LARGE_CENTROID_DIST: liver=28.8mm | spleen=27.7mm | kidney_L=25.8mm | kidney_R=26.7mm | pancreas=22.7mm | gallbladder=27.7mm | aorta=31.1mm | IVC=28.0mm | L1=30.4mm | L2=28.7mm | L3=27.4mm | spinal_cord=27.4mm
1.2.840.113619.2.278.3.717616.239.1576237177.531,1.2.840.113619.2.278.3.717616.239.1576237177.616.4202498,Venous,BAD,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-7.4,1.6,24.3,26.1,25.6,,LARGE_CENTROID_DIST: liver=26.5mm | spleen=25.5mm | kidney_L=24.1mm | kidney_R=25.5mm | pancreas=19.5mm | gallbladder=24.8mm | aorta=29.3mm | IVC=26.2mm | L1=28.5mm | L2=26.8mm | L3=25.6mm | spinal_cord=25.3mm
1.2.840.113619.2.278.3.717616.239.1576237179.120,1.2.840.113619.2.278.3.717616.239.1576237179.227.4198401,Arterial,BAD,11.0,11.0,11.0,4.0,4.0,1.0,1.0,True,-0.2,1.1,12.8,13.7,13.8,,LARGE_CENTROID_DIST: L1=15.2mm
1.2.840.113619.2.278.3.717616.239.1576237179.120,1.2.840.113619.2.278.3.717616.239.1576237179.227.4202498,Venous,OK,11.0,11.0,11.0,4.0,4.0,1.0,1.0,True,-1.0,3.0,9.8,11.8,10.5,,
1.2.840.113619.2.278.3.717616.249.1585713639.107,1.2.840.113619.2.278.3.717616.249.1585713639.236.4198401,Arterial,OK,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-0.1,1.0,7.2,10.0,7.8,,
1.2.840.113619.2.278.3.717616.249.1585713639.107,1.2.840.113619.2.278.3.717616.249.1585713639.236.4202498,Venous,OK,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-0.3,1.5,6.3,7.2,5.7,,
