study_id,series_id,phase,status,nc_n_kabsch_organs,mov_n_kabsch_organs,common_kabsch_organs,common_bone_organs,common_anchor_organs,nc_det,mov_det,det_sign_match,z_offset_mean_mm,z_offset_std_mm,xy_mean_mm,xy_max_mm,mean_centroid_3d,seg_path,flags
1.2.840.113619.2.278.3.717616.286.1593493314.315,1.2.840.113619.2.278.3.717616.286.1593493314.434.4198401,Arterial,BAD,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,10.2,3.2,1.7,4.6,7.5,,LARGE_CENTROID_DIST: kidney_R=16.1mm
1.2.840.113619.2.278.3.717616.286.1593493314.315,1.2.840.113619.2.278.3.717616.286.1593493314.434.4202498,Venous,OK,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,4.7,3.2,1.8,4.1,4.4,,
1.2.840.113619.2.278.3.717616.286.1593493317.912,1.2.840.113619.2.278.3.717616.286.1593493318.9.4198401,Arterial,BAD,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-4.3,6.1,4.0,9.2,4.7,,LARGE_CENTROID_DIST: spleen=16.5mm
1.2.840.113619.2.278.3.717616.286.1593493317.912,1.2.840.113619.2.278.3.717616.286.1593493318.9.4202498,Venous,BAD,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,29.5,3.0,11.2,32.8,26.8,,LARGE_CENTROID_DIST: liver=31.4mm | spleen=42.6mm | kidney_L=26.5mm | kidney_R=34.0mm | pancreas=26.4mm | gallbladder=31.5mm | IVC=17.8mm | L1=26.7mm | L2=26.9mm | L3=26.7mm | spinal_cord=17.3mm
1.2.840.113619.2.278.3.717616.286.1593493320.133,1.2.840.113619.2.278.3.717616.286.1593493320.233.4198401,Arterial,file_missing,,,,,,,,,,,,,,../ncct_cect/vindr_ds/aligned_volumes/1.2.840.113619.2.278.3.717616.286.1593493320.133/1.2.840.113619.2.278.3.717616.286.1593493320.133_1.2.840.113619.2.278.3.717616.286.1593493320.233.4198401_aligned_seg_reg.nii.gz,
1.2.840.113619.2.278.3.717616.286.1593493320.133,1.2.840.113619.2.278.3.717616.286.1593493320.233.4202498,Venous,BAD,6.0,7.0,6.0,2.0,2.0,1.0,1.0,True,-4.3,0.2,2.6,4.5,5.4,,KABSCH_BONE_TOO_FEW
1.2.840.113619.2.278.3.717616.286.1593493320.133,1.2.840.113619.2.278.3.717616.286.1593493320.416.11,Arterial,BAD,6.0,12.0,6.0,2.0,2.0,1.0,1.0,True,-158.6,3.9,9.7,10.3,134.0,,KABSCH_BONE_TOO_FEW | BAD_Z_OFFSET=-158.6mm | LARGE_CENTROID_DIST: kidney_L=155.0mm | kidney_R=162.8mm | aorta=92.5mm | IVC=110.7mm | L3=204.8mm | spinal_cord=78.0mm
1.2.840.113619.2.278.3.717616.306.1582703613.411,1.2.840.113619.2.278.3.717616.306.1582703613.503.4198401,Arterial,BAD,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-14.4,0.8,2.2,3.3,11.3,,LARGE_CENTROID_DIST: spleen=15.0mm | kidney_R=15.3mm | pancreas=15.7mm
1.2.840.113619.2.278.3.717616.306.1582703613.411,1.2.840.113619.2.278.3.717616.306.1582703613.503.4202498,Venous,BAD,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-6.6,4.8,4.5,6.4,11.2,,LARGE_CENTROID_DIST: IVC=20.3mm | L1=17.7mm | L2=16.0mm
1.2.840.113619.2.278.3.717616.306.1582703614.364,1.2.840.113619.2.278.3.717616.306.1582703614.456.4198401,Arterial,OK,11.0,11.0,11.0,4.0,4.0,1.0,1.0,True,-7.7,1.3,2.2,4.2,8.6,,
1.2.840.113619.2.278.3.717616.306.1582703614.364,1.2.840.113619.2.278.3.717616.306.1582703614.456.4202498,Venous,BAD,11.0,11.0,11.0,4.0,4.0,1.0,1.0,True,1.3,1.5,2.8,3.7,5.2,,LARGE_CENTROID_DIST: IVC=18.0mm
1.2.840.113619.2.278.3.717616.306.1582703623.307,1.2.840.113619.2.278.3.717616.306.1582703623.407.4198401,Arterial,OK,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,3.4,0.7,1.2,1.8,2.8,,
1.2.840.113619.2.278.3.717616.306.1582703623.307,1.2.840.113619.2.278.3.717616.306.1582703623.407.4202498,Venous,OK,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-1.2,1.0,3.2,6.0,3.6,,
1.2.840.113619.2.278.3.717616.306.1582703629.833,1.2.840.113619.2.278.3.717616.306.1582703629.925.4198401,Arterial,BAD,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-22.5,1.0,1.5,3.0,20.3,,LARGE_CENTROID_DIST: liver=21.7mm | spleen=21.8mm | kidney_L=22.4mm | kidney_R=24.4mm | pancreas=23.2mm | gallbladder=23.3mm | IVC=22.6mm | L1=20.1mm | L2=20.2mm | L3=20.4mm
1.2.840.113619.2.278.3.717616.306.1582703629.833,1.2.840.113619.2.278.3.717616.306.1582703629.925.4202498,Venous,BAD,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-17.6,1.3,2.1,3.4,17.3,,LARGE_CENTROID_DIST: liver=17.2mm | spleen=17.9mm | kidney_L=19.6mm | kidney_R=16.3mm | pancreas=19.1mm | gallbladder=17.2mm | IVC=16.0mm | L1=20.1mm | L2=20.1mm | L3=20.3mm
1.2.840.113619.2.278.3.717616.306.1582703630.242,1.2.840.113619.2.278.3.717616.306.1582703630.333.4198401,Arterial,file_missing,,,,,,,,,,,,,,../ncct_cect/vindr_ds/aligned_volumes/1.2.840.113619.2.278.3.717616.306.1582703630.242/1.2.840.113619.2.278.3.717616.306.1582703630.242_1.2.840.113619.2.278.3.717616.306.1582703630.333.4198401_aligned_seg_reg.nii.gz,
1.2.840.113619.2.278.3.717616.306.1582703630.242,1.2.840.113619.2.278.3.717616.306.1582703630.333.4202498,Venous,BAD,8.0,8.0,8.0,2.0,3.0,1.0,1.0,True,-3.2,1.3,1.3,1.8,4.3,,KABSCH_BONE_TOO_FEW
1.2.840.113619.2.278.3.717616.306.1582703630.242,1.2.840.113619.2.278.3.717616.306.1582703630.500.11,Arterial,BAD,8.0,12.0,8.0,2.0,3.0,1.0,1.0,True,-133.4,31.6,21.9,47.1,119.3,,KABSCH_BONE_TOO_FEW | BAD_Z_OFFSET=-133.4mm | LARGE_CENTROID_DIST: liver=103.4mm | kidney_L=139.6mm | kidney_R=169.0mm | pancreas=140.1mm | aorta=70.7mm | IVC=105.6mm | L3=166.1mm | spinal_cord=59.6mm
1.2.840.113619.2.278.3.717616.306.1582703645.511,1.2.840.113619.2.278.3.717616.306.1582703645.622.4198401,Arterial,BAD,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-16.5,2.3,1.5,2.0,16.1,,LARGE_CENTROID_DIST: spleen=19.5mm | kidney_L=16.2mm | kidney_R=17.2mm | pancreas=20.3mm | gallbladder=16.1mm | aorta=19.7mm | L1=18.7mm | L2=18.7mm | L3=18.6mm
1.2.840.113619.2.278.3.717616.306.1582703645.511,1.2.840.113619.2.278.3.717616.306.1582703645.622.4202498,Venous,BAD,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-16.4,1.1,1.2,2.1,16.1,,LARGE_CENTROID_DIST: liver=16.8mm | spleen=16.5mm | kidney_R=17.8mm | pancreas=21.0mm | gallbladder=19.1mm | aorta=16.7mm | L1=17.7mm | L2=17.8mm | L3=17.6mm
1.2.840.113619.2.278.3.717616.306.1582703645.873,1.2.840.113619.2.278.3.717616.306.1582703646.13.4198401,Arterial,BAD,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-8.5,3.0,5.0,8.0,7.3,,LARGE_CENTROID_DIST: IVC=16.1mm
1.2.840.113619.2.278.3.717616.306.1582703645.873,1.2.840.113619.2.278.3.717616.306.1582703646.13.4202498,Venous,OK,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,4.8,1.4,3.8,4.2,6.7,,
1.2.840.113619.2.278.3.717616.306.1582703649.869,1.2.840.113619.2.278.3.717616.306.1582703649.962.4198401,Arterial,OK,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-7.3,0.5,3.0,4.0,6.0,,
1.2.840.113619.2.278.3.717616.306.1582703649.869,1.2.840.113619.2.278.3.717616.306.1582703649.962.4202498,Venous,OK,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-2.6,1.9,3.6,7.5,4.8,,
1.2.840.113619.2.278.3.717616.306.1582703661.35,1.2.840.113619.2.278.3.717616.306.1582703661.129.4198401,Arterial,OK,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-9.0,0.9,2.1,3.6,7.9,,
1.2.840.113619.2.278.3.717616.306.1582703661.35,1.2.840.113619.2.278.3.717616.306.1582703661.129.4202498,Venous,OK,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-3.6,2.9,3.2,5.9,5.4,,
1.2.840.113619.2.278.3.717616.306.1582703663.824,1.2.840.113619.2.278.3.717616.306.1582703663.961.4198401,Arterial,OK,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-1.2,3.0,2.8,5.6,5.4,,
1.2.840.113619.2.278.3.717616.306.1582703663.824,1.2.840.113619.2.278.3.717616.306.1582703663.961.4202498,Venous,BAD,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,2.8,4.4,3.8,6.6,6.4,,LARGE_CENTROID_DIST: pancreas=15.6mm
1.2.840.113619.2.278.3.717616.306.1582703665.23,1.2.840.113619.2.278.3.717616.306.1582703665.117.4198401,Arterial,OK,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-1.1,1.0,2.8,3.9,6.0,,
1.2.840.113619.2.278.3.717616.306.1582703665.23,1.2.840.113619.2.278.3.717616.306.1582703665.117.4202498,Venous,OK,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-6.3,1.4,1.7,2.2,7.9,,
1.2.840.113619.2.278.3.717616.306.1582703665.824,1.2.840.113619.2.278.3.717616.306.1582703665.961.4198401,Arterial,BAD,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-32.5,1.6,1.6,2.8,28.8,,LARGE_CENTROID_DIST: liver=30.1mm | spleen=32.3mm | kidney_L=34.0mm | kidney_R=33.8mm | pancreas=36.2mm | gallbladder=30.1mm | aorta=17.5mm | IVC=24.9mm | L1=29.7mm | L2=29.7mm | L3=29.8mm | spinal_cord=17.1mm
1.2.840.113619.2.278.3.717616.306.1582703665.824,1.2.840.113619.2.278.3.717616.306.1582703665.961.4202498,Venous,BAD,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-25.1,4.1,11.6,17.3,30.9,,LARGE_CENTROID_DIST: liver=25.4mm | spleen=27.4mm | kidney_L=31.1mm | kidney_R=28.4mm | pancreas=33.5mm | gallbladder=27.6mm | aorta=18.4mm | IVC=19.8mm | L1=44.3mm | L2=44.4mm | L3=44.5mm | spinal_cord=26.5mm
1.2.840.113619.2.278.3.717616.306.1582703674.772,1.2.840.113619.2.278.3.717616.306.1582703674.872.4198401,Arterial,OK,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-7.0,0.4,1.0,1.5,7.3,,
1.2.840.113619.2.278.3.717616.306.1582703674.772,1.2.840.113619.2.278.3.717616.306.1582703674.872.4202498,Venous,OK,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-7.1,0.7,1.8,5.2,6.9,,
1.2.840.113619.2.278.3.717616.310.1589696975.113,1.2.840.113619.2.278.3.717616.310.1589696975.214.4198401,Arterial,OK,11.0,11.0,11.0,4.0,4.0,1.0,1.0,True,-8.0,0.9,1.0,1.9,6.3,,
1.2.840.113619.2.278.3.717616.310.1589696975.113,1.2.840.113619.2.278.3.717616.310.1589696975.214.4202498,Venous,OK,11.0,11.0,11.0,4.0,4.0,1.0,1.0,True,-8.3,0.7,1.5,2.1,5.8,,
1.2.840.113619.2.278.3.717616.323.1577925255.997,1.2.840.113619.2.278.3.717616.323.1577925256.95.4198401,Arterial,BAD,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-7.1,1.4,5.3,6.7,10.6,,LARGE_CENTROID_DIST: IVC=21.4mm
1.2.840.113619.2.278.3.717616.323.1577925255.997,1.2.840.113619.2.278.3.717616.323.1577925256.95.4202498,Venous,BAD,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,7.2,2.0,6.7,8.3,9.6,,LARGE_CENTROID_DIST: gallbladder=17.5mm
1.2.840.113619.2.278.3.717616.338.1594256032.507,1.2.840.113619.2.278.3.717616.338.1594256032.611.4198401,Arterial,OK,11.0,12.0,11.0,4.0,4.0,1.0,1.0,True,10.4,1.6,1.5,3.4,9.8,,
1.2.840.113619.2.278.3.717616.338.1594256032.507,1.2.840.113619.2.278.3.717616.338.1594256032.611.4202498,Venous,BAD,11.0,12.0,11.0,4.0,4.0,1.0,1.0,True,25.4,4.0,4.0,6.8,25.2,,LARGE_CENTROID_DIST: liver=29.8mm | spleen=22.1mm | kidney_L=22.8mm | kidney_R=28.9mm | pancreas=28.4mm | IVC=27.8mm | L1=30.3mm | L2=30.5mm | L3=30.2mm | spinal_cord=18.8mm
1.2.840.113619.2.278.3.717616.338.1594256103.303,1.2.840.113619.2.278.3.717616.338.1594256103.400.4198401,Arterial,BAD,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-23.9,2.5,6.1,9.5,25.0,,LARGE_CENTROID_DIST: liver=26.7mm | spleen=25.4mm | kidney_L=21.9mm | kidney_R=25.3mm | pancreas=27.3mm | gallbladder=24.6mm | aorta=16.7mm | L1=33.9mm | L2=33.8mm | L3=33.7mm | spinal_cord=20.8mm
1.2.840.113619.2.278.3.717616.338.1594256103.303,1.2.840.113619.2.278.3.717616.338.1594256103.400.4202498,Venous,OK,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,0.9,2.9,4.7,8.4,5.0,,
1.2.840.113619.2.278.3.717616.343.1572582741.986,1.2.840.113619.2.278.3.717616.343.1572582741.991.3,Non-contrast,OK,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,0.0,0.0,0.0,0.0,0.0,,
1.2.840.113619.2.278.3.717616.343.1572582741.986,1.2.840.113619.2.278.3.717616.343.1572582742.75.4198400,Arterial,file_missing,,,,,,,,,,,,,,../ncct_cect/vindr_ds/aligned_volumes/1.2.840.113619.2.278.3.717616.343.1572582741.986/1.2.840.113619.2.278.3.717616.343.1572582741.986_1.2.840.113619.2.278.3.717616.343.1572582742.75.4198400_aligned_seg_reg.nii.gz,
1.2.840.113619.2.278.3.717616.343.1572582741.986,1.2.840.113619.2.278.3.717616.343.1572582742.75.4198401,Arterial,OK,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,9.2,0.9,1.2,2.3,8.3,,
1.2.840.113619.2.278.3.717616.343.1572582741.986,1.2.840.113619.2.278.3.717616.343.1572582742.75.4202496,Venous,file_missing,,,,,,,,,,,,,,../ncct_cect/vindr_ds/aligned_volumes/1.2.840.113619.2.278.3.717616.343.1572582741.986/1.2.840.113619.2.278.3.717616.343.1572582741.986_1.2.840.113619.2.278.3.717616.343.1572582742.75.4202496_aligned_seg_reg.nii.gz,
1.2.840.113619.2.278.3.717616.343.1572582741.986,1.2.840.113619.2.278.3.717616.343.1572582742.75.4202498,Venous,BAD,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,24.2,0.4,1.5,3.2,22.0,,LARGE_CENTROID_DIST: liver=24.0mm | spleen=23.8mm | kidney_L=24.2mm | kidney_R=24.8mm | pancreas=24.9mm | gallbladder=23.7mm | IVC=17.8mm | L1=24.5mm | L2=24.6mm | L3=24.7mm | spinal_cord=15.1mm
1.2.840.113619.2.278.3.717616.551.1589814093.67,1.2.840.113619.2.278.3.717616.551.1589814093.159.4198401,Arterial,BAD,7.0,11.0,7.0,2.0,3.0,1.0,1.0,True,-123.3,30.1,18.2,28.6,116.6,,KABSCH_BONE_TOO_FEW | BAD_Z_OFFSET=-123.3mm | LARGE_CENTROID_DIST: liver=85.7mm | kidney_L=147.2mm | kidney_R=143.2mm | aorta=75.9mm | IVC=106.3mm | L3=179.6mm | spinal_cord=78.0mm
1.2.840.113619.2.278.3.717616.551.1589814093.67,1.2.840.113619.2.278.3.717616.551.1589814093.159.4202498,Venous,BAD,7.0,7.0,7.0,2.0,3.0,1.0,1.0,True,2.1,0.5,3.5,7.4,3.8,,KABSCH_BONE_TOO_FEW
1.2.840.113619.2.278.3.717616.551.1589814118.933,1.2.840.113619.2.278.3.717616.551.1589814119.28.4198401,Arterial,OK,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-5.3,2.1,1.3,2.2,6.3,,
1.2.840.113619.2.278.3.717616.551.1589814118.933,1.2.840.113619.2.278.3.717616.551.1589814119.28.4202498,Venous,OK,12.0,12.0,12.0,4.0,4.0,1.0,1.0,True,-1.2,0.6,1.7,2.4,3.3,,
1.2.840.113619.2.359.3.2831208971.102.1580775832.66,1.2.840.113619.2.359.3.2831208971.102.1580775832.166.4198400,Arterial,file_missing,,,,,,,,,,,,,,../ncct_cect/vindr_ds/aligned_volumes/1.2.840.113619.2.359.3.2831208971.102.1580775832.66/1.2.840.113619.2.359.3.2831208971.102.1580775832.66_1.2.840.113619.2.359.3.2831208971.102.1580775832.166.4198400_aligned_seg_reg.nii.gz,
1.2.840.113619.2.359.3.2831208971.102.1580775832.66,1.2.840.113619.2.359.3.2831208971.102.1580775832.166.4198401,Arterial,BAD,3.0,10.0,2.0,1.0,0.0,1.0,1.0,True,,,,,64.9,,KABSCH_FAIL_TOO_FEW_ORGANS | KABSCH_BONE_TOO_FEW | BAD_Z_OFFSET=nanmm | LARGE_CENTROID_DIST: aorta=72.4mm | spinal_cord=57.4mm
1.2.840.113619.2.359.3.2831208971.102.1580775832.66,1.2.840.113619.2.359.3.2831208971.102.1580775832.166.4202496,Arterial,file_missing,,,,,,,,,,,,,,../ncct_cect/vindr_ds/aligned_volumes/1.2.840.113619.2.359.3.2831208971.102.1580775832.66/1.2.840.113619.2.359.3.2831208971.102.1580775832.66_1.2.840.113619.2.359.3.2831208971.102.1580775832.166.4202496_aligned_seg_reg.nii.gz,
1.2.840.113619.2.359.3.2831208971.102.1580775832.66,1.2.840.113619.2.359.3.2831208971.102.1580775832.166.4202497,Arterial,file_missing,,,,,,,,,,,,,,../ncct_cect/vindr_ds/aligned_volumes/1.2.840.113619.2.359.3.2831208971.102.1580775832.66/1.2.840.113619.2.359.3.2831208971.102.1580775832.66_1.2.840.113619.2.359.3.2831208971.102.1580775832.166.4202497_aligned_seg_reg.nii.gz,
1.2.840.113619.2.359.3.2831208971.102.1580775832.66,1.2.840.113619.2.359.3.2831208971.102.1580775832.166.4206592,Venous,file_missing,,,,,,,,,,,,,,../ncct_cect/vindr_ds/aligned_volumes/1.2.840.113619.2.359.3.2831208971.102.1580775832.66/1.2.840.113619.2.359.3.2831208971.102.1580775832.66_1.2.840.113619.2.359.3.2831208971.102.1580775832.166.4206592_aligned_seg_reg.nii.gz,
1.2.840.113619.2.359.3.2831208971.102.1580775832.66,1.2.840.113619.2.359.3.2831208971.102.1580775832.166.4206593,Venous,BAD,3.0,4.0,3.0,2.0,0.0,1.0,1.0,True,,,,,5.0,,KABSCH_BONE_TOO_FEW | BAD_Z_OFFSET=nanmm
1.2.840.113619.2.359.3.2831208971.102.1580775832.66,1.2.840.113619.2.359.3.2831208971.102.1580775832.395.11,Other,BAD,3.0,10.0,2.0,1.0,0.0,1.0,1.0,True,,,,,65.4,,KABSCH_FAIL_TOO_FEW_ORGANS | KABSCH_BONE_TOO_FEW | BAD_Z_OFFSET=nanmm | LARGE_CENTROID_DIST: aorta=74.3mm | spinal_cord=56.6mm
1.2.840.113619.2.359.3.2831208971.114.1571703288.442,1.2.840.113619.2.359.3.2831208971.114.1571703288.539.4198400,Arterial,file_missing,,,,,,,,,,,,,,../ncct_cect/vindr_ds/aligned_volumes/1.2.840.113619.2.359.3.2831208971.114.1571703288.442/1.2.840.113619.2.359.3.2831208971.114.1571703288.442_1.2.840.113619.2.359.3.2831208971.114.1571703288.539.4198400_aligned_seg_reg.nii.gz,
1.2.840.113619.2.359.3.2831208971.114.1571703288.442,1.2.840.113619.2.359.3.2831208971.114.1571703288.539.4198401,Arterial,file_missing,,,,,,,,,,,,,,../ncct_cect/vindr_ds/aligned_volumes/1.2.840.113619.2.359.3.2831208971.114.1571703288.442/1.2.840.113619.2.359.3.2831208971.114.1571703288.442_1.2.840.113619.2.359.3.2831208971.114.1571703288.539.4198401_aligned_seg_reg.nii.gz,
1.2.840.113619.2.359.3.2831208971.114.1571703288.442,1.2.840.113619.2.359.3.2831208971.114.1571703288.539.4202496,Arterial,file_missing,,,,,,,,,,,,,,../ncct_cect/vindr_ds/aligned_volumes/1.2.840.113619.2.359.3.2831208971.114.1571703288.442/1.2.840.113619.2.359.3.2831208971.114.1571703288.442_1.2.840.113619.2.359.3.2831208971.114.1571703288.539.4202496_aligned_seg_reg.nii.gz,
1.2.840.113619.2.359.3.2831208971.114.1571703288.442,1.2.840.113619.2.359.3.2831208971.114.1571703288.539.4202497,Arterial,BAD,1.0,12.0,1.0,1.0,0.0,1.0,1.0,True,,,,,56.5,,KABSCH_FAIL_TOO_FEW_ORGANS | KABSCH_BONE_TOO_FEW | BAD_Z_OFFSET=nanmm | LARGE_CENTROID_DIST: spinal_cord=56.5mm
1.2.840.113619.2.359.3.2831208971.114.1571703288.442,1.2.840.113619.2.359.3.2831208971.114.1571703288.539.4206592,Venous,file_missing,,,,,,,,,,,,,,../ncct_cect/vindr_ds/aligned_volumes/1.2.840.113619.2.359.3.2831208971.114.1571703288.442/1.2.840.113619.2.359.3.2831208971.114.1571703288.442_1.2.840.113619.2.359.3.2831208971.114.1571703288.539.4206592_aligned_seg_reg.nii.gz,
1.2.840.113619.2.359.3.2831208971.114.1571703288.442,1.2.840.113619.2.359.3.2831208971.114.1571703288.539.4206593,Venous,BAD,1.0,1.0,1.0,1.0,0.0,1.0,1.0,True,,,,,3.7,,KABSCH_FAIL_TOO_FEW_ORGANS | KABSCH_BONE_TOO_FEW | BAD_Z_OFFSET=nanmm
1.2.840.113619.2.359.3.2831208971.114.1571963005.297,1.2.840.113619.2.359.3.2831208971.114.1571963005.389.4198400,Arterial,file_missing,,,,,,,,,,,,,,../ncct_cect/vindr_ds/aligned_volumes/1.2.840.113619.2.359.3.2831208971.114.1571963005.297/1.2.840.113619.2.359.3.2831208971.114.1571963005.297_1.2.840.113619.2.359.3.2831208971.114.1571963005.389.4198400_aligned_seg_reg.nii.gz,
1.2.840.113619.2.359.3.2831208971.114.1571963005.297,1.2.840.113619.2.359.3.2831208971.114.1571963005.389.4198401,Arterial,file_missing,,,,,,,,,,,,,,../ncct_cect/vindr_ds/aligned_volumes/1.2.840.113619.2.359.3.2831208971.114.1571963005.297/1.2.840.113619.2.359.3.2831208971.114.1571963005.297_1.2.840.113619.2.359.3.2831208971.114.1571963005.389.4198401_aligned_seg_reg.nii.gz,
1.2.840.113619.2.359.3.2831208971.114.1571963005.297,1.2.840.113619.2.359.3.2831208971.114.1571963005.389.4202496,Arterial,file_missing,,,,,,,,,,,,,,../ncct_cect/vindr_ds/aligned_volumes/1.2.840.113619.2.359.3.2831208971.114.1571963005.297/1.2.840.113619.2.359.3.2831208971.114.1571963005.297_1.2.840.113619.2.359.3.2831208971.114.1571963005.389.4202496_aligned_seg_reg.nii.gz,
1.2.840.113619.2.359.3.2831208971.114.1571963005.297,1.2.840.113619.2.359.3.2831208971.114.1571963005.389.4202497,Arterial,BAD,1.0,12.0,1.0,1.0,0.0,1.0,1.0,True,,,,,66.7,,KABSCH_FAIL_TOO_FEW_ORGANS | KABSCH_BONE_TOO_FEW | BAD_Z_OFFSET=nanmm | LARGE_CENTROID_DIST: spinal_cord=66.7mm
1.2.840.113619.2.359.3.2831208971.114.1571963005.297,1.2.840.113619.2.359.3.2831208971.114.1571963005.389.4206592,Venous,file_missing,,,,,,,,,,,,,,../ncct_cect/vindr_ds/aligned_volumes/1.2.840.113619.2.359.3.2831208971.114.1571963005.297/1.2.840.113619.2.359.3.2831208971.114.1571963005.297_1.2.840.113619.2.359.3.2831208971.114.1571963005.389.4206592_aligned_seg_reg.nii.gz,
1.2.840.113619.2.359.3.2831208971.114.1571963005.297,1.2.840.113619.2.359.3.2831208971.114.1571963005.389.4206593,Venous,BAD,1.0,1.0,1.0,1.0,0.0,1.0,1.0,True,,,,,4.5,,KABSCH_FAIL_TOO_FEW_ORGANS | KABSCH_BONE_TOO_FEW | BAD_Z_OFFSET=nanmm
1.2.840.113619.2.359.3.2831208971.114.1571963005.297,1.2.840.113619.2.359.3.2831208971.114.1571963005.619.11,Other,BAD,1.0,12.0,1.0,1.0,0.0,1.0,1.0,True,,,,,65.8,,KABSCH_FAIL_TOO_FEW_ORGANS | KABSCH_BONE_TOO_FEW | BAD_Z_OFFSET=nanmm | LARGE_CENTROID_DIST: spinal_cord=65.8mm
1.2.840.113619.2.359.3.2831208971.125.1572221105.250,1.2.840.113619.2.359.3.2831208971.125.1572221105.344.4198400,Arterial,file_missing,,,,,,,,,,,,,,../ncct_cect/vindr_ds/aligned_volumes/1.2.840.113619.2.359.3.2831208971.125.1572221105.250/1.2.840.113619.2.359.3.2831208971.125.1572221105.250_1.2.840.113619.2.359.3.2831208971.125.1572221105.344.4198400_aligned_seg_reg.nii.gz,
1.2.840.113619.2.359.3.2831208971.125.1572221105.250,1.2.840.113619.2.359.3.2831208971.125.1572221105.344.4198401,Arterial,BAD,1.0,7.0,1.0,1.0,0.0,1.0,1.0,True,,,,,47.9,,KABSCH_FAIL_TOO_FEW_ORGANS | KABSCH_BONE_TOO_FEW | BAD_Z_OFFSET=nanmm | LARGE_CENTROID_DIST: spinal_cord=47.9mm
1.2.840.113619.2.359.3.2831208971.125.1572221105.250,1.2.840.113619.2.359.3.2831208971.125.1572221105.344.4202496,Arterial,file_missing,,,,,,,,,,,,,,../ncct_cect/vindr_ds/aligned_volumes/1.2.840.113619.2.359.3.2831208971.125.1572221105.250/1.2.840.113619.2.359.3.2831208971.125.1572221105.250_1.2.840.113619.2.359.3.2831208971.125.1572221105.344.4202496_aligned_seg_reg.nii.gz,
1.2.840.113619.2.359.3.2831208971.125.1572221105.250,1.2.840.113619.2.359.3.2831208971.125.1572221105.344.4202497,Venous,BAD,1.0,9.0,1.0,1.0,0.0,1.0,1.0,True,,,,,50.1,,KABSCH_FAIL_TOO_FEW_ORGANS | KABSCH_BONE_TOO_FEW | BAD_Z_OFFSET=nanmm | LARGE_CENTROID_DIST: spinal_cord=50.1mm
1.2.840.113619.2.359.3.2831208971.125.1572221105.250,1.2.840.113619.2.359.3.2831208971.125.1572221105.344.4206592,Venous,file_missing,,,,,,,,,,,,,,../ncct_cect/vindr_ds/aligned_volumes/1.2.840.113619.2.359.3.2831208971.125.1572221105.250/1.2.840.113619.2.359.3.2831208971.125.1572221105.250_1.2.840.113619.2.359.3.2831208971.125.1572221105.344.4206592_aligned_seg_reg.nii.gz,
1.2.840.113619.2.359.3.2831208971.125.1572221105.250,1.2.840.113619.2.359.3.2831208971.125.1572221105.344.4206593,Venous,file_missing,,,,,,,,,,,,,,../ncct_cect/vindr_ds/aligned_volumes/1.2.840.113619.2.359.3.2831208971.125.1572221105.250/1.2.840.113619.2.359.3.2831208971.125.1572221105.250_1.2.840.113619.2.359.3.2831208971.125.1572221105.344.4206593_aligned_seg_reg.nii.gz,
