path,filename,n_voxels,true_min,true_max,frac_le_4096,frac_le_2048,frac_le_1500,frac_le_1024,frac_le_1000,frac_ge_1000,frac_ge_1500,frac_ge_2000,frac_ge_3000,pct_0.1_all,pct_1_all,pct_5_all,pct_25_all,pct_50_all,pct_75_all,pct_95_all,pct_99_all,pct_99.9_all,pct_0.1_body,pct_1_body,pct_5_body,pct_25_body,pct_50_body,pct_75_body,pct_95_body,pct_99_body,pct_99.9_body
../../ncct_cect/vindr_ds/baseline_volumes/1.2.840.113619.2.278.3.717616.260.1578649381.693/1.2.840.113619.2.278.3.717616.260.1578649381.693_1.2.840.113619.2.278.3.717616.260.1578649381.790.4202498_baseline.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649381.693_1.2.840.113619.2.278.3.717616.260.1578649381.790.4202498_baseline.nii.gz,3438240,-1200.0,-700.0,0.0,0.0,0.0,0.544447,0.585787,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1200.0,-1141.9,-1056.1,-952.1,-868.7,-700.0,-700.0,-999.8,-998.0,-990.8,-967.2,-935.1,-905.8,-700.0,-700.0,-700.0
../../ncct_cect/vindr_ds/baseline_volumes/1.2.840.113619.2.278.3.717616.260.1578649386.487/1.2.840.113619.2.278.3.717616.260.1578649386.487_1.2.840.113619.2.278.3.717616.260.1578649386.492.3_baseline.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649386.487_1.2.840.113619.2.278.3.717616.260.1578649386.492.3_baseline.nii.gz,1754424,-1200.0,-700.0,0.0,0.0,0.0,0.455756,0.522105,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1200.0,-1200.0,-1006.0,-969.4,-913.8,-700.0,-700.0,-999.9,-998.9,-994.8,-980.6,-968.4,-956.3,-700.0,-700.0,-700.0
../../ncct_cect/vindr_ds/baseline_volumes/1.2.840.113619.2.278.3.717616.260.1578649386.487/1.2.840.113619.2.278.3.717616.260.1578649386.487_1.2.840.113619.2.278.3.717616.260.1578649386.582.4202498_baseline.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649386.487_1.2.840.113619.2.278.3.717616.260.1578649386.582.4202498_baseline.nii.gz,1754424,-1200.0,-700.0,0.0,0.0,0.0,0.41409,0.451686,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1200.0,-1136.5,-979.5,-926.7,-871.2,-700.0,-700.0,-999.7,-997.1,-987.1,-959.6,-931.4,-909.4,-702.2,-700.0,-700.0
../../ncct_cect/vindr_ds/baseline_volumes/1.2.840.113619.2.278.3.717616.260.1578649386.487/1.2.840.113619.2.278.3.717616.260.1578649386.487_1.2.840.113619.2.278.3.717616.260.1578649386.755.11_baseline.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649386.487_1.2.840.113619.2.278.3.717616.260.1578649386.755.11_baseline.nii.gz,1754424,-1200.0,-700.0,0.0,0.0,0.0,0.404558,0.442314,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1200.0,-1129.7,-976.8,-939.8,-881.2,-700.0,-700.0,-999.7,-997.1,-986.9,-960.6,-943.0,-926.1,-708.9,-700.0,-700.0
../../ncct_cect/vindr_ds/baseline_volumes/1.2.840.113619.2.278.3.717616.260.1578649416.931/1.2.840.113619.2.278.3.717616.260.1578649416.931_1.2.840.113619.2.278.3.717616.260.1578649416.936.3_baseline.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649416.931_1.2.840.113619.2.278.3.717616.260.1578649416.936.3_baseline.nii.gz,3632580,-1200.0,-700.0,0.0,0.0,0.0,0.445992,0.682693,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1200.0,-1200.0,-1017.7,-990.2,-940.8,-700.0,-700.0,-1000.0,-999.6,-997.8,-988.5,-978.0,-964.4,-756.8,-700.0,-700.0
../../ncct_cect/vindr_ds/baseline_volumes/1.2.840.113619.2.278.3.717616.260.1578649416.931/1.2.840.113619.2.278.3.717616.260.1578649416.931_1.2.840.113619.2.278.3.717616.260.1578649417.37.4198401_baseline.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649416.931_1.2.840.113619.2.278.3.717616.260.1578649417.37.4198401_baseline.nii.gz,3632580,-1200.0,-700.0,0.0,0.0,0.0,0.38191,0.599601,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1200.0,-1088.7,-1011.2,-963.8,-846.7,-700.0,-700.0,-999.9,-999.3,-996.2,-974.9,-953.3,-918.9,-725.1,-700.0,-700.0
../../ncct_cect/vindr_ds/baseline_volumes/1.2.840.113619.2.278.3.717616.260.1578649416.931/1.2.840.113619.2.278.3.717616.260.1578649416.931_1.2.840.113619.2.278.3.717616.260.1578649417.37.4202498_baseline.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649416.931_1.2.840.113619.2.278.3.717616.260.1578649417.37.4202498_baseline.nii.gz,3632580,-1200.0,-700.0,0.0,0.0,0.0,0.381036,0.584219,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1200.0,-1082.8,-1010.0,-954.3,-860.0,-700.0,-700.0,-999.9,-999.3,-996.2,-972.1,-939.6,-902.7,-765.6,-700.0,-700.0
../../ncct_cect/vindr_ds/baseline_volumes/1.2.840.113619.2.278.3.717616.260.1578649417.892/1.2.840.113619.2.278.3.717616.260.1578649417.892_1.2.840.113619.2.278.3.717616.260.1578649417.897.3_baseline.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649417.892_1.2.840.113619.2.278.3.717616.260.1578649417.897.3_baseline.nii.gz,3146094,-1200.0,-700.0,0.0,0.0,0.0,0.456933,0.569263,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1200.0,-1107.9,-1012.7,-979.1,-892.7,-700.0,-700.0,-999.9,-999.4,-996.9,-986.7,-975.3,-958.4,-735.9,-700.0,-700.0
../../ncct_cect/vindr_ds/baseline_volumes/1.2.840.113619.2.278.3.717616.260.1578649417.892/1.2.840.113619.2.278.3.717616.260.1578649417.892_1.2.840.113619.2.278.3.717616.260.1578649417.998.4198401_baseline.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649417.892_1.2.840.113619.2.278.3.717616.260.1578649417.998.4198401_baseline.nii.gz,3146094,-1200.0,-700.0,0.0,0.0,0.0,0.457885,0.535207,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1200.0,-1126.5,-1010.0,-956.1,-808.1,-700.0,-700.0,-999.9,-998.8,-994.1,-974.6,-952.0,-897.1,-716.3,-700.0,-700.0
../../ncct_cect/vindr_ds/baseline_volumes/1.2.840.113619.2.278.3.717616.260.1578649417.892/1.2.840.113619.2.278.3.717616.260.1578649417.892_1.2.840.113619.2.278.3.717616.260.1578649417.998.4202498_baseline.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649417.892_1.2.840.113619.2.278.3.717616.260.1578649417.998.4202498_baseline.nii.gz,3146094,-1200.0,-700.0,0.0,0.0,0.0,0.398263,0.469537,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1200.0,-1099.0,-991.3,-927.8,-823.0,-700.0,-700.0,-999.8,-998.4,-992.4,-965.3,-931.8,-886.3,-739.4,-700.0,-700.0
../../ncct_cect/vindr_ds/baseline_volumes/1.2.840.113619.2.278.3.717616.260.1578649418.868/1.2.840.113619.2.278.3.717616.260.1578649418.868_1.2.840.113619.2.278.3.717616.260.1578649418.873.3_baseline.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649418.868_1.2.840.113619.2.278.3.717616.260.1578649418.873.3_baseline.nii.gz,5336640,-1200.0,-700.0,0.0,0.0,0.0,0.504029,0.664511,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1200.0,-1103.7,-1024.8,-988.1,-952.9,-720.5,-700.0,-1000.0,-999.5,-997.7,-988.4,-977.2,-965.0,-802.3,-700.0,-700.0
../../ncct_cect/vindr_ds/baseline_volumes/1.2.840.113619.2.278.3.717616.260.1578649418.868/1.2.840.113619.2.278.3.717616.260.1578649418.868_1.2.840.113619.2.278.3.717616.260.1578649418.976.4202498_baseline.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649418.868_1.2.840.113619.2.278.3.717616.260.1578649418.976.4202498_baseline.nii.gz,5336640,-1200.0,-700.0,0.0,0.0,0.0,0.467448,0.582244,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1200.0,-1097.2,-1016.5,-956.1,-883.9,-701.0,-700.0,-999.9,-999.1,-995.3,-975.2,-935.4,-909.7,-809.7,-700.0,-700.0
../../ncct_cect/vindr_ds/baseline_volumes/1.2.840.113619.2.278.3.717616.260.1578649418.868/1.2.840.113619.2.278.3.717616.260.1578649418.868_1.2.840.113619.2.278.3.717616.260.1578649419.700.11_baseline.nii.gz,1.2.840.113619.2.278.3.717616.260.1578649418.868_1.2.840.113619.2.278.3.717616.260.1578649419.700.11_baseline.nii.gz,5336640,-1200.0,-700.0,0.0,0.0,0.0,0.460974,0.576111,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1200.0,-1094.9,-1015.1,-957.7,-904.7,-711.6,-700.0,-999.9,-999.1,-995.2,-975.3,-946.6,-927.3,-819.5,-700.0,-700.0
../../ncct_cect/vindr_ds/baseline_volumes/1.2.840.113619.2.278.3.717616.286.1587944966.46/1.2.840.113619.2.278.3.717616.286.1587944966.46_1.2.840.113619.2.278.3.717616.286.1587944966.152.4198401_baseline.nii.gz,1.2.840.113619.2.278.3.717616.286.1587944966.46_1.2.840.113619.2.278.3.717616.286.1587944966.152.4198401_baseline.nii.gz,3460704,-1200.0,-700.0,0.0,0.0,0.0,0.513335,0.603679,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1200.0,-1200.0,-1030.5,-974.2,-879.9,-700.0,-700.0,-999.9,-998.8,-994.4,-980.0,-967.9,-937.3,-720.7,-700.0,-700.0
../../ncct_cect/vindr_ds/baseline_volumes/1.2.840.113619.2.278.3.717616.286.1587944966.46/1.2.840.113619.2.278.3.717616.286.1587944966.46_1.2.840.113619.2.278.3.717616.286.1587944966.152.4202498_baseline.nii.gz,1.2.840.113619.2.278.3.717616.286.1587944966.46_1.2.840.113619.2.278.3.717616.286.1587944966.152.4202498_baseline.nii.gz,3460704,-1200.0,-700.0,0.0,0.0,0.0,0.526572,0.579858,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1200.0,-1200.0,-1038.3,-943.9,-881.7,-700.0,-700.0,-999.8,-998.4,-992.3,-967.9,-932.3,-910.3,-790.4,-700.0,-700.0
../../ncct_cect/vindr_ds/baseline_volumes/1.2.840.113619.2.278.3.717616.286.1587944966.46/1.2.840.113619.2.278.3.717616.286.1587944966.46_1.2.840.113619.2.278.3.717616.286.1587944966.51.3_baseline.nii.gz,1.2.840.113619.2.278.3.717616.286.1587944966.46_1.2.840.113619.2.278.3.717616.286.1587944966.51.3_baseline.nii.gz,3460704,-1200.0,-700.0,0.0,0.0,0.0,0.575941,0.653193,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1200.0,-1200.0,-1061.1,-984.9,-948.6,-700.0,-700.0,-999.9,-999.3,-996.5,-986.2,-976.4,-964.8,-771.2,-700.0,-700.0
../../ncct_cect/vindr_ds/baseline_volumes/1.2.840.113619.2.278.3.717616.286.1587944966.506/1.2.840.113619.2.278.3.717616.286.1587944966.506_1.2.840.113619.2.278.3.717616.286.1587944966.511.3_baseline.nii.gz,1.2.840.113619.2.278.3.717616.286.1587944966.506_1.2.840.113619.2.278.3.717616.286.1587944966.511.3_baseline.nii.gz,2963202,-1200.0,-700.0,0.0,0.0,0.0,0.498718,0.590406,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1200.0,-1200.0,-1023.5,-977.1,-948.9,-700.0,-700.0,-999.9,-999.2,-996.2,-983.6,-972.6,-962.0,-813.8,-700.0,-700.0
../../ncct_cect/vindr_ds/baseline_volumes/1.2.840.113619.2.278.3.717616.286.1587944966.506/1.2.840.113619.2.278.3.717616.286.1587944966.506_1.2.840.113619.2.278.3.717616.286.1587944966.605.4198401_baseline.nii.gz,1.2.840.113619.2.278.3.717616.286.1587944966.506_1.2.840.113619.2.278.3.717616.286.1587944966.605.4198401_baseline.nii.gz,2963202,-1200.0,-700.0,0.0,0.0,0.0,0.470173,0.53841,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1200.0,-1200.0,-1011.2,-960.4,-844.2,-700.0,-700.0,-999.9,-998.8,-993.8,-972.9,-958.1,-928.3,-740.4,-700.0,-700.0
../../ncct_cect/vindr_ds/baseline_volumes/1.2.840.113619.2.278.3.717616.286.1587944966.506/1.2.840.113619.2.278.3.717616.286.1587944966.506_1.2.840.113619.2.278.3.717616.286.1587944966.605.4202498_baseline.nii.gz,1.2.840.113619.2.278.3.717616.286.1587944966.506_1.2.840.113619.2.278.3.717616.286.1587944966.605.4202498_baseline.nii.gz,2963202,-1200.0,-700.0,0.0,0.0,0.0,0.424725,0.48495,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1200.0,-1200.0,-995.7,-933.7,-883.0,-700.0,-700.0,-999.8,-998.5,-992.7,-965.3,-935.1,-915.7,-827.5,-700.0,-700.0
../../ncct_cect/vindr_ds/baseline_volumes/1.2.840.113619.2.278.3.717616.286.1587944967.557/1.2.840.113619.2.278.3.717616.286.1587944967.557_1.2.840.113619.2.278.3.717616.286.1587944967.562.3_baseline.nii.gz,1.2.840.113619.2.278.3.717616.286.1587944967.557_1.2.840.113619.2.278.3.717616.286.1587944967.562.3_baseline.nii.gz,3223872,-1200.0,-700.0,0.0,0.0,0.0,0.580814,0.637789,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1200.0,-1186.8,-1081.3,-977.2,-926.9,-700.0,-700.0,-999.9,-999.0,-995.2,-980.8,-966.7,-951.8,-771.6,-700.0,-700.0
../../ncct_cect/vindr_ds/baseline_volumes/1.2.840.113619.2.278.3.717616.286.1587944967.557/1.2.840.113619.2.278.3.717616.286.1587944967.557_1.2.840.113619.2.278.3.717616.286.1587944967.658.4198401_baseline.nii.gz,1.2.840.113619.2.278.3.717616.286.1587944967.557_1.2.840.113619.2.278.3.717616.286.1587944967.658.4198401_baseline.nii.gz,3223872,-1200.0,-700.0,0.0,0.0,0.0,0.554433,0.597426,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1200.0,-1143.9,-1065.0,-964.2,-870.3,-700.0,-700.0,-999.8,-998.2,-991.8,-972.0,-957.7,-935.7,-764.3,-700.0,-700.0
../../ncct_cect/vindr_ds/baseline_volumes/1.2.840.113619.2.278.3.717616.286.1587944967.557/1.2.840.113619.2.278.3.717616.286.1587944967.557_1.2.840.113619.2.278.3.717616.286.1587944967.658.4202498_baseline.nii.gz,1.2.840.113619.2.278.3.717616.286.1587944967.557_1.2.840.113619.2.278.3.717616.286.1587944967.658.4202498_baseline.nii.gz,3223872,-1200.0,-700.0,0.0,0.0,0.0,0.562895,0.601287,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1200.0,-1153.1,-1073.5,-956.1,-889.7,-700.0,-700.0,-999.8,-997.9,-990.2,-966.2,-943.4,-917.4,-776.5,-700.0,-700.0
../../ncct_cect/vindr_ds/baseline_volumes/1.2.840.113619.2.278.3.717616.286.1587944968.878/1.2.840.113619.2.278.3.717616.286.1587944968.878_1.2.840.113619.2.278.3.717616.286.1587944968.883.3_baseline.nii.gz,1.2.840.113619.2.278.3.717616.286.1587944968.878_1.2.840.113619.2.278.3.717616.286.1587944968.883.3_baseline.nii.gz,4280428,-1200.0,-700.0,0.0,0.0,0.0,0.662845,0.732033,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1200.0,-1155.0,-1119.2,-996.6,-961.0,-777.9,-700.0,-999.9,-999.5,-997.4,-989.3,-980.4,-967.8,-816.6,-700.0,-700.0
../../ncct_cect/vindr_ds/baseline_volumes/1.2.840.113619.2.278.3.717616.286.1587944968.878/1.2.840.113619.2.278.3.717616.286.1587944968.878_1.2.840.113619.2.278.3.717616.286.1587944968.981.4198401_baseline.nii.gz,1.2.840.113619.2.278.3.717616.286.1587944968.878_1.2.840.113619.2.278.3.717616.286.1587944968.981.4198401_baseline.nii.gz,4280428,-1200.0,-700.0,0.0,0.0,0.0,0.629552,0.681545,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1200.0,-1147.2,-1110.3,-981.3,-882.6,-710.8,-700.0,-999.9,-998.8,-994.5,-979.1,-964.4,-924.6,-742.9,-700.0,-700.0
../../ncct_cect/vindr_ds/baseline_volumes/1.2.840.113619.2.278.3.717616.286.1587944968.878/1.2.840.113619.2.278.3.717616.286.1587944968.878_1.2.840.113619.2.278.3.717616.286.1587944968.981.4202498_baseline.nii.gz,1.2.840.113619.2.278.3.717616.286.1587944968.878_1.2.840.113619.2.278.3.717616.286.1587944968.981.4202498_baseline.nii.gz,4280428,-1200.0,-700.0,0.0,0.0,0.0,0.6347,0.682211,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1200.0,-1147.5,-1109.8,-970.8,-895.4,-766.1,-700.0,-999.9,-998.6,-993.0,-966.0,-943.3,-916.5,-825.1,-700.0,-700.0
../../ncct_cect/vindr_ds/baseline_volumes/1.2.840.113619.2.278.3.717616.286.1587944973.161/1.2.840.113619.2.278.3.717616.286.1587944973.161_1.2.840.113619.2.278.3.717616.286.1587944973.166.3_baseline.nii.gz,1.2.840.113619.2.278.3.717616.286.1587944973.161_1.2.840.113619.2.278.3.717616.286.1587944973.166.3_baseline.nii.gz,2998656,-1200.0,-700.0,0.0,0.0,0.0,0.53456,0.61185,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1200.0,-1200.0,-1045.1,-978.3,-942.1,-700.0,-700.0,-999.9,-999.1,-996.0,-983.5,-971.9,-959.8,-766.4,-700.0,-700.0
